ulasan,final_text,sentimen,label
"Produk lengkap, banyak promonya harga murah2 dripada toko sebelah, staffnya pun ramah2 dan mau membantu mencarikan barang yg kita gak tau posisinya",produk lengkap promonya harga murah dripada toko belah staffnya ramah bantu cari barang tau posisi,positif,1
Tempat luas dan komplit.,luas komplit,positif,1
tempat strategis jalur solo semarang ada masjid besar bisa untuk sholat jum'at berjamaah dan parkir luas bisa untuk parkir beberapa bus,strategis jalur solo semarang masjid sholat jum at jamaah parkir luas parkir bus,positif,1
Banyak promo... Sekarang makim rame banyak stand stand di dalem... 👍🏼👍🏼👍🏼,promosi makim rame stand stand dalem,positif,1
"Tempat berbelanja dengan harga terjangkau, dan pelayanan ramah",belanja harga jangkau layan ramah,positif,1
Worth it buat family time di weekend,worth it family time weekend,positif,1
"Lumayan lengkap, tidak mahal. Parkir gratis. Banyak stand Jajanan kuliner di area parkir depan",lumayan lengkap mahal parkir gratis stand jajan kuliner area parkir,positif,1
"Pasar konsep modern one stop shopping.

Ada hal ansh yg sangat menarik bagi saya, utamanya dengan judul hypermarket yang Islami, Assalaam. Semenjak selalu harus ke solo setiap tahun karena diberikan rumah sederhana oleh Allah SWT, akhirnya harus paham mapping belanja area Surakarta ini. Salah satunya adlh Assalaam Hypermaekt. Balik ke ansh atau uniknya yg saya perhatikan adlh khusus tentang fashion Islami. Banyak stall/gerai produk pakaian Islami di dalam gedung hypermarket. Yang saya tak habis pikir adalah tag price/harga jualnya. Saya sudah 3tahun per tahun memperhatikan hal ini.
Contoh sederhana, ada butik di luar gedung dgn sebuah brand u/ pakaian muslim pria. Di sana dengan harga A, di dalam ada produk yang persis sama dijual di stall/lapak sewa dgn harga A+½A. Ketika menawar hampir tidak bisa ditawar pun jika nego hanya sedikit sekali kurangnya. Apakah hal seperti ini yang membuat pasar/ekonomi Islam menjadi MUNDUR ya?
Semoga bisa dibaca market maupun justru para pedagang di stall/lapak sewa. Saya hanya sekadar curious aja sih. Mau belanja? Utamanya di stall tersebut? Tentu saja TIDAK. Di tempat lain bahkan harganya bisa minus A.
Yang saya pahami, Rasulullah mengajarkan biar untung sedikit tapi laris banget. Dari pada untung besar targetnya tapi hanya jual 1-3 item per hari. Jauh banget dgn psikis dan fakta yang saya alami, bahkan dgn cara berpakaian serta tindak tanduk para pedagang yang _Islami_ .
Menarik sekaligus sangat curious untuk saya pribadi. 🤗",pasar konsep modern one stop shopping ansh tarik utama judul hypermarket islami assalaam semenjak solo rumah sederhana allah swt paham mapping belanja area surakarta salah satu adlh assalaam hypermaekt ansh unik perhati adlh khusus fashion islami stall gerai produk pakai islami gedung hypermarket habis pikir tag price harga jual perhati contoh sederhana butik gedung brand pakai muslim pria harga produk persis jual stall lapak sewa harga tawar tawar nego kurang pasar ekonomi islam mundur ya moga baca market dagang stall lapak sewa curious belanja utama stall harga minus paham rasulullah ajar untung laris untung target jual item psikis fakta alami pakai tindak tanduk dagang islami tarik curious pribadi,negatif,0
Semua ada disini,,positif,1
"Pelayanan ramah, barang lengkap",layan ramah barang lengkap,positif,1
"tempat belanja deket UMS yang parkirnya luas dan gratis, barang juga komplit",belanja deket ums parkir luas gratis barang komplit,positif,1
"Parkiran khusus ojol di depan lobby malah digunakan buat parkir mobil padahal sudah jelas2 ada gambar dan tulisannya, yg lebih parahnya lagi malah security nya nyuruh pindah cari parkiran di tempat yg jauh, ngapain tadi gak mobilnya aja yg suruh pindah apa emang sama2 buta map keduanya pemilik mobil dan security nya 👎🏻👎🏻",parkir khusus ojol lobby parkir mobil gambar tulis parah security nyuruh pindah cari parkir ngapain mobil suruh pindah buta map milik mobil security,negatif,0
"Pelayanan ramah, ada wahana bermain biiar gak bosen belanja, barang2 bermacam macam harga terjangkau aksesibilitas mudah",layan ramah wahana main biiar bosen belanja barang harga jangkau aksesibilitas mudah,positif,1
"Minta tolong ya, udah tau mau lebaran pasti tmpt ini rame. Karyawan juga banyak, masa yg ngasir gaada yg bantuin semua??? Semisal pgn yg belanja antri ya kasih fasilitas kursi dong biar kita ngantrinya enak. 1 orang aja selesai ngasirnya setengah jam. HADEHHHH.",tolong ya tau lebaran rame karyawan ngasir gaada bantuin pgn belanja antri ya kasih fasilitas kursi ngantrinya enak orang selesai ngasirnya jam hadehhhh,negatif,0
"Hypermarket dengan pelayanan oke, ramah, dan cekatan.
Untuk harga bersaing dengan beberapa market di solo.
Semoga semakin jaya dan berkembang. aamiin",hypermarket layan ramah cekat harga saing market solo moga jaya kembang aamiin,positif,1
Pusat belanja yang lengkap dengan fasilitas pendukung yang baik.,pusat belanja lengkap fasilitas dukung,positif,1
"Mampir nyenengin anak liat pentas lumba-lumba, parkir luas & yg pasti gratis",mampir nyenengin anak liat pentas lumba lumba parkir luas gratis,positif,1
"Salah satu tempat paling recommended untuk one-stop shopping kebutuhan keluarga, belanja rumah tangga bulanan, aneka macam kulakan barang buat dijual kembali, dan juga update fashion khususnya penyuka muslim fashion.

Aneka macam jajanan juga tersedia di depan lobby buat yang suka camilan atau pengen nyobain kudapan. Mulai dari gurita bakar, tahu bakso, lumpia, tahu petis, mendoan, siomay, takoyaki, hingga ke minuman dingin seperti teh, olahan kopi, dan susu.

Tersedia juga 2 wahana permainan untuk anak berupa Fun City & Kids Station. Ditambah lagi ada Do-It-Yourself Store untuk berbagai macam peralatan penting di rumah / kantor. Pusat furniture, alat olahraga / fitness, penjualan mobil, service jam, aksesoris, dan terkini Selat Viens juga hadir di sisi tenggara.

Jangan lupakan juga adanya foodcourt di sisi barat dengan aneka menu pilihan, masjid Ibadurrahman yang bersih dan punya parkiran terpisah, adanya parkiran luas untuk mobil dan motor, serta di bagian belakang ada pusat Latihan berkuda, memanah, dan wahana ATV.

Secara rutin sekali juga ada kontes burung berkicau, dengan kadang ada event besar kompetisi burung tingkat daerah. Siap-siap ramai parkiran kalau pas ada event ini.

Secara berkala, mungkin setahun 3-4 kali juga ada event pameran buku & fashion yang cukup lengkap juga menyediakan kebutuhan fashion dan buku-buku Anda.

Di bagian depan ada showroom mobil bekas yang cukup luas dan banyak pilihan, ada juga barbershop dan pusat pendidikan barberman nya, dan ada ATM Center juga di dekat pos satpam.

Parkir selalu gratis, yg penting tiket parkir jangan sampai hilang. Bisa juga mengakses tempat ini dari pintu belakang.",salah recommended one stop shopping butuh keluarga belanja rumah tangga bulan aneka kulak barang jual update fashion suka muslim fashion aneka jajan sedia lobby suka camil ken nyobain kudap gurita bakar bakso lumpia petis mendoan siomay takoyaki minum dingin teh olah kopi susu sedia wahana main anak fun city kids station tambah do it yourself store alat rumah kantor pusat furniture alat olahraga fitness jual mobil service jam aksesoris kini selat viens hadir sisi tenggara lupa foodcourt sisi barat aneka menu pilih masjid ibadurrahman bersih parkir pisah parkir luas mobil motor pusat latih kuda manah wahana atv rutin kontes burung kicau kadang event kompetisi burung tingkat daerah ramai parkir pas event kala tahun kali event pamer buku fashion lengkap sedia butuh fashion buku buku showroom mobil bekas luas pilih barbershop pusat didik barberman atm center pos satpam parkir gratis tiket parkir hilang akses pintu,positif,1
"Ternyata pilihan kirain umum  🙈 ikut lomba lagih d sinihh,,  semangaat bersama travel jamaah umrohh, terima kasih",pilih kirain lomba lagih sinihh semangaat travel jamaah umrohh terima kasih,positif,1
"Masukan yaaaaaa
Saya sudah lama langganan di sini
Tapi kali ini kecewa
Saya naik motor
Mau nyoto
Jalannya super jauh
Biasanya bisa parkir disamping. Seharusnya disoto dikasih parkir sendiri khusus soto
Tolong seperti ini dipertimbangkan",masuk yaaaaaa langgan kali kecewa motor nyoto jalan super parkir samping soto kasih parkir khusus soto tolong timbang,negatif,0
"Tempatnya luas, masjidnya bagus, sering ada pameran buku Islam",tempat luas masjid bagus pamer buku islam,positif,1
"Salah satu pusat perbelanjaan terlengkap di Solo Raya, ecer maupun grosir, juga tersedia harga khusus untuk member.",salah pusat belanja lengkap solo raya ecer grosir sedia harga khusus member,positif,1
"parkiran motor lumayan memadai, tapi sering berubah, bayar 1000, parkiran mobil juga luas, nyaman, biasa pengajian tiap minggu 8-9,
lanjut belanja juga luas nyaman lengkap",parkir motor lumayan pada ubah bayar parkir mobil luas nyaman aji minggu belanja luas nyaman lengkap,positif,1
Penjual sangat ramah. Tempat belanja dan bermain sangat nyaman. Tempat beli kuliner juga enak dan nyaman.,jual ramah belanja main nyaman beli kuliner enak nyaman,positif,1
"Setiap ke solo ga mungkin ga mampir disini
Murah2 banget oi. Dibanding Semarang ya murah disitu. Tempat belanja fav. Tapi pas bulan puasa ramenya beh -_-
Buka cabang di Semarang plis :') bakalan jadi langganan setia kalo di Semarang",solo mampir murah oi banding semarang ya murah situ belanja fav pas puasa ramenya beh buka cabang semarang plis langgan setia kalo semarang,positif,1
"Salah satu mall paling legend nich. Sudah beberapa kali juga kesini, tidak banyak yang berubah jugaa dan fasilitas mall nya lengkap banget mulai dari kuliner, arcade, peralatan rumah tangga, dll. Harganya pun juga murah murah bangett..!! Pokok nya recommended deh belanja disini!",salah mall legend nich kali kesini ubah jugaa fasilitas mall lengkap kuliner arcade alat rumah tangga dll harga murah murah bangett pokok recommended belanja,positif,1
"petugas parkirnya ga ramah, yang jaga stand bu ibu atau mba2 ya tapi dah agak tua sih, marah2 mulu 😡",tugas parkir ramah jaga stand bu mba ya tua marah mulu,negatif,0
"Udah langganan dari lamaaaa bgt sampe sekarang mama kalo belanja bulanan selalu di sini. Tapiiii mon maap nih, itu pohon bisa diganti gak sih, banyak ulernyaaa 😭😭😭 di pelataran masjid, parkiran motor haduuuh, yuk bisa yuk bikin pelanggan lebih nyaman 🙂",langgan lamaaaa banget sampe mama kalo belanja bulan tapiiii mon maap pohon ganti ulernyaaa latar masjid parkir motor haduuuh yuk yuk bikin langgan nyaman,negatif,0
Harganya murah meriah dan lengkap,harga murah riah lengkap,positif,1
"Tempat sangat strategis kareba twrletak di jalan raya antara kota Soli dan Boyolali. Tempat ini sangat luas areanya. Berbagai macam makanan dari tradisional sampai modern tersedia disini. Area parkirnya sangat luas dapat menampung kendaraan roda 4 lebih dari 50 buah. Tempatnya menyenangkan, sambil menikmati jajanan, kita dapat meilhat-lihat pemandangan disekitarnya. Dikomplek ini ada Masjid yang lumayan besar, masjid ini sangat membantu umat islam yang dalam perjalanan untuk melaksanakan sholat fardhu sambil istirahat sejenak. Masjid ini menyelenggarakan sholat jumat. Ditempat ini juga ada bursa jual beli mobil bekas. Untuk masuk komplek ini harus melalui gardu security. Banyak satpam dikomplek ini sehingga penjunjung  merasa nyaman ditempat ini. Dikomplek ini banyak pohon-pohon besar sehingga suasana terasa sejuk. Ditempat ini dapat juga untuk berselfi ria. Toilet ditempat ini banyak, sehingga pengunjung tidak perlu kawatir bila kepingin buang air kecil/besar. Tempat ini cocok juga untuk anak2. Pada hari minggu tempat ini juga ada pelayanan pembayaran pajak kendaraan secara online.",strategis kareba twrletak jalan raya kota sol boyolali luas area makan tradisional modern sedia area parkir luas tampung kendara roda buah tempat senang nikmat jajan meilhat lihat pandang sekitar dikomplek masjid lumayan masjid bantu umat islam jalan laksana sholat fardhu istirahat masjid selenggara sholat jumat tempat bursa jual beli mobil bekas masuk komplek gardu security satpam dikomplek junjung nyaman tempat dikomplek pohon pohon suasana sejuk tempat berselfi ria toilet tempat unjung kawatir kepingin buang air cocok anak minggu layan bayar pajak kendara online,positif,1
Luassssss... Parkir gratissss... Dagangan lengkap...,luassssss parkir gratissss dagang lengkap,positif,1
"Tempat perbelanjaan yang luas, lengkap, nyaman dan harga terjangkau.",belanja luas lengkap nyaman harga jangkau,positif,1
"Pusat belanja dengan konsep bangunan bernuansa Islam. Parkir luas dan gratis. Tersedia foodcourt dengan ragam makanan yang dapat menjadikan pilihan besantap yang nyaman..dan enak. Masjidnya luas dan bagus. Bersih, harga affordable dan Islami.",pusat belanja konsep bangun nuansa islam parkir luas gratis sedia foodcourt ragam makan jadi pilih besantap nyaman enak masjid luas bagus bersih harga affordable islami,positif,1
Saran saja kalau ada event minta untuk parkirnya juga dipersiapkan. Td parkiran sampai overload motor di taruh sembarangan tidak ditata dan tidak ada petugas parkir nya. kemudian pintu keluar hanya dibuka satu pintu. Akibat nya antrian panjang keluar desak2an saling rebutan untuk keluar parkir. Kasihan saja untuk ibu2 atau anak2,saran event parkir siap td parkir overload motor taruh sembarang tata tugas parkir pintu buka pintu akibat antri desa rebut parkir kasihan anak,negatif,0
Dari kecil goro selalu jadi tmpt pilihan bwt belanjan..smpe skrng sudah punya anak 2..cuma barusan saya jajan di food court di bagian mom milk..nunggu makanan terlalu lama..hampir 1 jam..sangat² disayangkan..dan mengecewakan..harus di tindak tegas untuk bagian pengawasan agar tidak terulang lagi ke pelanggan² goro lainnya..kecewa hanya karena nunggu makanan terlalu lama..kalau perlu di beri peringatan terakhir untuk bagian ruko mom milk..terlalu lama,goro pilih bwt belanjan smpe skrng anak barusan jajan food court mom milk nunggu makan jam sayang kecewa tindak awas ulang langgan goro kecewa nunggu makan ingat ruko mom milk,negatif,0
"Tempatnya legaa, lengkap serba ada
Kasirnya ramah², cuma agak jauh aja sih dari rumah .",tempat legaa lengkap serba kasir ramah rumah,positif,1
Pengunjung stand Puzzle IQ-Jogja di event Pameran Buku Netral 30 Nov-9 Des 2018.,unjung stand puzzle iq jogja event pamer buku netral nov des,positif,1
Beli tahu baxo di area pkl depan parkir Hipermarket Goro Assalam.,beli baxo area pkl parkir hipermarket goro assalam,positif,1
"Parkir gratis, masjid besar, mall islami. Ada kolam renang lbh siip",parkir gratis masjid mall islami kolam renang siip,positif,1
"Kalau hari sabtu ada kajian,kdg yg mengisi adem ayem penyampainnya,ada juga yg teriak2 bikin kalau mau masuk belanja terasa sangat tidak nyaman sampai parkiran",sabtu kaji kdg isi adem ayem penyampainnya teriak bikin masuk belanja nyaman parkir,negatif,0
"Lengkap, semua kebutuhan ada. Harga murah, banyak promo. Pelayanan bagus, tempat bersih dan luas. Parkir juga luas. Ada tempat mainan anak yang permainannya banyak, hadiahnya juga banyak. Dan yg paling ok, harga koin murah banget. Di depan Goro juga ada yg jual makanan kecil, makanan utk makan besar, jadi abis belanja bisa beli snack atau makan. Di belakang ada tempat naik kuda. Masjid tempat sholat bersih dan besar. Super lengkap pokoknya. Very recommended 👍",lengkap butuh harga murah promosi layan bagus bersih luas parkir luas main anak main hadiah harga koin murah goro jual makan makan makan abis belanja beli snack makan kuda masjid sholat bersih super lengkap pokok very recommended,positif,1
"Tempat belanja yang recommended untuk belanja bulanan,baik utk ibu rumah tangga maupun anak kos. Karena produk2 nya lengkap, seperti produk elektronik dan produk alat olahraga ada juga untuk alat2 perkakas tersedia di sini, untuk yg suka baca2 buka ada berbagai macam buku tersedia, pakaian muslim/muslimah pun juga ada di sini. Tempat nya yang luas memberikan kenyamanan bagi pengunjung utk berbelanja. Fasilitas parkiran luas baik roda 2 maupun 4, tersedia juga masjid dan toilet umum, ada juga penjual makanan di depan dan di samping dekat masjid yg menyediakan berbagai menu. Bagi kaum cowok yang ingin pangkas rambut, ada fasilitas baberking yg siap memaksimalkan penampilan rambut anda.",belanja recommended belanja bulan rumah tangga anak kos produk lengkap produk elektronik produk alat olahraga alat perkakas sedia suka baca buka buku sedia pakai muslim muslimah luas nyaman unjung belanja fasilitas parkir luas roda sedia masjid toilet jual makan samping masjid sedia menu kaum cowok pangkas rambut fasilitas baberking maksimal tampil rambut,positif,1
"Dalam kondisi tertentu misal tabligh akbar, lomba, dll- seharusnya ada rekayasa parkir, saya harus menunggu satu jam untuk mengeluarkan motor dari tempat parkir karena pintu keluar parkir cuman satu

Mohon dievaluasi, semoga Hypermart tetap jadi pilihan masyarakat",kondisi tabligh akbar lomba dll rekayasa parkir tunggu jam keluar motor parkir pintu parkir cuman mohon evaluasi moga hypermart pilih masyarakat,negatif,0
pelayanan bagus harga terjangkau,layan bagus harga jangkau,positif,1
"Parkiran jauh dan palang pintu keluar cuman 1 harusnya ditambah, parkiran macet panjang  cuman antri buat keluar",parkir palang pintu cuman tambah parkir macet cuman antri,negatif,0
Mantap harga nya terjangkau parkir gratis,mantap harga jangkau parkir gratis,positif,1
Tempatnya belanja yg luas nyaman dan murah2,tempat belanja luas nyaman murah,positif,1
"Dari 15 thn yg lalu selalu belanja bulanan disini. Tempatnya luas, parkirnya gratis, barangnya lengkap, pembayaran mudahmau debit atw CC ga kena bunga. Ada poin yg bs ditukar. Ngajak anak juga aman.",thn belanja bulan tempat luas parkir gratis barang lengkap bayar mudahmau debit atw cc kena bunga poin tukar ngajak anak aman,positif,1
Tempat belanja enak nyaman murah... Suasana sangat asyik..,belanja enak nyaman murah suasana asyik,positif,1
"Tempat belanja kebutuhan harian dan bermain anak. Sangat cocok untuk keluarga temen-temen sekalian. Soal harga jangan khawatir, ramah dikantong. Yang tak kalah kerennya adalah terdapat masjid yang cukup besar, parkir yang luas, dan tempat PACU KUDA (berada dibelakang gedung).

Didalam supermarket goro terdapat ruangan khusus buah2 an segar setiap hari, frozzen food, dan ikan segar.. Waahh pokoknya komplit mantaapp. Recomended yaaa",belanja butuh hari main anak cocok keluarga temen temen harga khawatir ramah kantong kalah keren masjid parkir luas pacu kuda belakang gedung dalam supermarket goro ruang khusus buah an segar frozzen food ikan segar waahh pokok komplit mantaapp recomended yaaa,positif,1
Tempat belanja dri anak2 msih kecil sampai sekarang sdh dewasa t4 yang nyaman,belanja anak msih dewasa nyaman,positif,1
"surat terbuka untuk pemilik dan mbak-mbak pegawai penitipan barang assalaam hypermarket yang bekerja pada hari sabtu tanggal 18 mei 2024 dengan shift kerja malam hari hingga tutup, LU KALO KERJA DI PENITIPAN BARANG YANG BENER, ORANG BARANG DITITIPIN SEBELUMNYA GA ADA YANG PECAH ABIS DIAMBIL ISINYA PECAH SEMUA, MANA TANGGUNGJAWAB LU NGEJAGA BARANG ORANG? BUKANNYA DIRAWAT MALAH DIHANCURIN, pelayanan lu sampah, no offense",surat buka milik mbak mbak pegawai titip barang assalaam hypermarket sabtu tanggal mei shift kerja malam tutup kalo kerja titip barang bener orang barang dititipin pecah abis ambil isi pecah tanggungjawab ngejaga barang orang rawat dihancurin layan sampah no offense,negatif,0
"Pelayan kasirnya perlu belajar ke sami laris swalayan klaten . ( disini terlalu lambat dan kurang sat set ngescan aja lemot , masukin barang lemot ) semoga bisa jadi pertimbangan pihak menegeent",layan kasir ajar sami laris swalayan klaten lambat sat set ngescan lot masukin barang lot moga timbang menegeent,negatif,0
"Parkirnya luas banget, sering ada pameran dan cocok banget buat kalian yang lagi cari buku ataupun pakaian muslimah bahkan tanaman juga loh.. ada warung juga jadi ngga perlu khawatir. parkirnya gratis. yuk mampir 🌻",parkir luas pamer cocok cari buku pakai muslimah tanam loh warung khawatir parkir gratis yuk mampir,positif,1
"Tempat parkir luas
Ada masjid
Ada toilet banyak
Ada banyak foodcourt
Banyak yang dijual",parkir luas masjid toilet foodcourt jual,positif,1
"Lokasi sangat strategis. Tempat parkir sangat luas dan gratis. Semua barang kebutuhan sehari-hari lengkap tersedia. Ada masjid besar yg sekaligus bisa jadi rest area. Mesin ATM dari bank-bank ternama tersedia di luar dan area dalam. Foodcourt ada banyak. Area permainan anak juga tersedia. Di dalam juga ada ruangan luas yg sering dijadikan tempat bazaar / book fair.
Terakhir kemaren ada wahana berkuda di sebelah barat gedung.",lokasi strategis parkir luas gratis barang butuh hari lengkap sedia masjid rest area mesin atm bank bank nama sedia area foodcourt area main anak sedia ruang luas jadi bazaar book fair kemaren wahana kuda belah barat gedung,positif,1
"Tempat paling nyaman untuk belanja. Sangat lengkap. Dari kebutuhan makanan, pakaian, alat dapur, furniture, buku bacaan, arena permainan anak, resto dan kue2 kekinian. Harga bersaing. Parkir luas. Favoritnya adalah masjid yg indah. Bersih luas. Tiap waktu sholat penuh jamaah. Alhamdulillah, meski pada belanja jg nggak khawatir nyari tempat ibadah.
Juga sering mengadakan event seperti bookfair, festival2 dan pameran komunitas. Pernah lihat pas pameran reptil.",nyaman belanja lengkap butuh makan pakai alat dapur furniture buku baca arena main anak resto kue kini harga saing parkir luas favorit masjid indah bersih luas sholat penuh jamaah alhamdulillah belanja khawatir nyari ibadah ada event bookfair festival pamer komunitas lihat pas pamer reptil,positif,1
"Enak banget disini tempat belanja luassss dan ramah anak.
Di halaman bagian paling belakang ada arena latihan naik kuda, cocok untuk wisata keluarga dengan berkuda.
Ada pula kios tanaman hias di dekat arena berkuda, tanamannya bagus².
Lengkap banget disini mah 🤭",enak belanja luassss ramah anak halaman arena latih kuda cocok wisata keluarga kuda kios tanam hias arena kuda tanam bagus lengkap mah,positif,1
"Banyak barang yang di jual,buah,baju,perabotan rumah,elektronik,makanan, dah terjangkau",barang jual buah baju perabot rumah elektronik makan jangkau,positif,1
"Belanja halal, murah, dan nyaman. Satu tempat untuk ratusan kebutuhan. Belanja, bermain, kuliner, ibadah, hingga olahraga. Belanja segala jenis kebutuhan, ada bahan makanan, pakaian, obat - obatan, kosmetik, dan aneka makanan siap saji. Arena bermain anak dengan beragam jenis mainan. Masjid besar untuk sholat atau pengajian. Sentra kuliner dalam maupun luar supermarket. Parkir luas dan nyaman. Arena olahraga berkuda, memanah dan banyak ATV.",belanja halal murah nyaman ratus butuh belanja main kuliner ibadah olahraga belanja jenis butuh bahan makan pakai obat obat kosmetik aneka makan saji arena main anak agam jenis main masjid sholat aji sentra kuliner supermarket parkir luas nyaman arena olahraga kuda manah atv,positif,1
"Swalayan yang ramah pada pengunjung dan lingkungan. Beragam kebutuhan tersedia di dalamnya. Belanja disini dijamin disediakan hadiah yang sangatttt menarik, UMROH, Mobil, dan banyak hadiah yang menarik....  Wahana permainan anak2 banyak pilihannya. Gerai makanan berjejer lengkap, murah, enak, dan bersih. Wahana berkuda dan memanah tersedia. Masjidnya sangat besar dan berarsitek modern menyediakan snack gratis. Tak kalah menariknya lahan parkir yang sangat luas, baik untuk kendaraan roda 4 maupun roda dua. A-ha..... satu ini yang tidak dimiliki di tempat lain.... TAK ADA BIAYA UNTUK PARKIR alias GRATISSSS.",swalayan ramah unjung lingkung agam butuh sedia dalam belanja jamin sedia hadiah sangatttt tarik umroh mobil hadiah tarik wahana main anak pilih gerai makan jejer lengkap murah enak bersih wahana kuda manah sedia masjid arsitek modern sedia snack gratis kalah tarik lahan parkir luas kendara roda roda ha milik biaya parkir alias gratissss,positif,1
Lengkap deh pokoknya👍🏻👍🏻,lengkap pokok,positif,1
"Tempat belanja bulanan ternyaman. Parkiran luas, tempat belanja lengkap + luas, harga terjangkau, kalau member bisa dapet poin dan ditukarkan barang belanjaan.
Selain tempat belanja ada juga stand2 jajanan, soto, masjid dan barbershop.
Cuma sayang jalan dari parkiran motor ke loby agak jauh dan kalo hujan kehujanan.",belanja bulan nyaman parkir luas belanja lengkap luas harga jangkau member dapet poin tukar barang belanja belanja stand jajan soto masjid barbershop sayang jalan parkir motor loby kalo hujan hujan,positif,1
"Dari jaman kuliah sampe skrg punya anak selalu belanja kesini tiap bulan nya, so far so good hanya saja hari ini saya mendapati sesuatu yg sangat disayangkan, dimana harus nya jika karyawan,security, ataupun petugas parkir menemukan sesuatu baik bentuk barang apapun sekalipun itu balon jerapah dan jika bukan milik para petugas mbok ya tolong dititipkan ke petugas yg jaga jgn malah di hak miliki, dan ketika yg punya nyari bukan malahh disuruh nunggu lama dan malah menawarkan uang ganti, tdk masalah tentang berapa harga barangnya tapi itu bukan hak kalian, tolong di perbaiki lgi kesadatan dan kejujuran bekerjanya.",jaman kuliah sampe anak belanja kesini so far so good dapat sayang mana karyawan security tugas parkir temu bentuk barang apa balon jerapah milik tugas mbok ya tolong titip tugas jaga jgn hak milik nyari malahh suruh nunggu tawar uang ganti harga barang hak tolong baik kesadatan jujur kerja,negatif,0
"Tempat belanja keluarga yg lengkap. Dg fasilitas yg memadai....playground,parkir luas &gratis, betah berlama lama disini karna ada masjid yg lumayan besar.....dan tak khawatir lapar karna banyak sekali pilihan menu di area ini....dr jajanan sampe makan berat👍",belanja keluarga lengkap fasilitas pada playground parkir luas gratis betah lama masjid lumayan khawatir lapar pilih menu area jajan sampe makan berat,positif,1
"Tempatnya luas, nyaman, lengkap dan suasananya Islami bgt.",tempat luas nyaman lengkap suasana islami banget,positif,1
"Lengkap banget. Buah, sayur, daging, ikan, frozen food, semua ada!
Parkirnya luas, gratis lagi. Ada food courtnya juga, tempat bermain anak2, we pokoe all in one!
Yuk sering2 belanja di sini :)
Yg punya muslim juga, masya Allah.",lengkap buah sayur daging ikan frozen food parkir luas gratis food courtnya main anak we pokoe all in one yuk belanja muslim masya allah,positif,1
"Lengkap, harga relatif terjangkau, ada Timezone, mobil2 an buat anak2, bisa wisata kuliner disini, yang paling penting ada masjid besar buat ibadah sholat,  nyaman deh pokoknya, semoga laris terus. Amin.",lengkap harga relatif jangkau timezone mobil an anak wisata kuliner masjid ibadah sholat nyaman pokok moga laris amin,positif,1
"Tempat belanja nyaman, pelayanan bagus, komplain ditangani dengan cepat dan solutif.

Minggu, 3 Des 2023 sekitar jam 10 pagi ada lapor di bagian CS (deket pintu masuk) soal uang yg tertelan di mesin minuman halaman depan. Walaupun nilainya sepele cuma Rp.5.000,- tapi ditanggapi dengan ramah. Sekitar 5 menit, komplain sudah dapat diselesaikan. CS (ibu-ibu) melayani dengan cepat dan solutif. Beruntung Goro Assallaam punya pegawai-pegawai yg kredibel seperti itu. Terimakasih, semoga Goro Assallaa sukses selalu.",belanja nyaman layan bagus komplain tangan cepat solutif minggu des jam pagi lapor cs deket pintu masuk uang tel mesin minum halaman nilai sepele rp tanggap ramah menit komplain selesai cs layan cepat solutif untung goro assallaam pegawai pegawai kredibel terimakasih moga goro assallaa sukses,positif,1
"Tempat belanja dan sekaligus kuliner yg mantab...

Ada banyak event.. ini pas ada IMEx 2024.. Indonesia Muslim Expo.. ada booth umrah haji juga ..  eehh.. ada booth nya lima tour umrah haji.. banyak diskon pasti nya... 😍😍😍",belanja kuliner mantab event pas imex indonesia muslim expo booth umrah haji eehh booth tour umrah haji diskon,positif,1
"Lumayan komplit item yg dijual
Parkiran juga lumayan luas
Cuma di shelter jajanan depan lobby kurang pas lokasinya
Kita mau jajan disitu tdk ada tempat duduknya dan terlalu mepet dgn akses jalan keluar kendaraan",lumayan komplit item jual parkir lumayan luas shelter jajan lobby pas lokasi jajan situ duduk mepet akses jalan kendara,positif,1
"Bersih dan harganya juga bersaing, sayangnya ACnya kurang dingin",bersih harga saing sayang acnya dingin,positif,1
"Lengkap, luas, kasir banyak dan parkir gratis",lengkap luas kasir parkir gratis,positif,1
"Tokonya lengkap menyediakan berbagai macam bahan kebutuhan rumah tangga, ada area bermainnya, tempat parkir luas dan gratis, masjidnya luas dan bersih, pramuniaganya ramah- ramah, aneka makanan ringan sampe berat juga tersedia",toko lengkap sedia bahan butuh rumah tangga area main parkir luas gratis masjid luas bersih pramuniaga ramah ramah aneka makan ringan sampe berat sedia,positif,1
Tidak dicek dlu rugi saya,cek dlu rugi,negatif,0
"Setiap ke sukoharjo selalu mampir ke sini. Belanja keperluan rumah tangga, alat tulis, makanan, buah-buahan atau mau cari Pakaian, buku2,  kulineran juga ada.  Kadang suka ada bazar, harga terjangkau. Recommended.

Halaman parkir luas, ada masjidnya bersih dan nyaman.",sukoharjo mampir belanja perlu rumah tangga alat tulis makan buah buah cari pakai buku kuliner kadang suka bazar harga jangkau recommended halaman parkir luas masjid bersih nyaman,positif,1
"Favorit sih belanja di sini. Parkir luas, sering ada book fair dan bazar berbagai macem, dan ada masjid yg gede jg. Sekarang semakin banyak stand jajanan di luar bahkan di dalam. Jd kalo abis belanja tiba2 laper/haus jd bs mampir dulu tanpa harus keluar.",favorit belanja parkir luas book fair bazar macem masjid gede stand jajan kalo abis belanja laper haus mampir,positif,1
